cashTranNo;amount;portfolioRefCode
161246;10000000;nt1247
161247;10000000;nt1248
161248;10000000;nt1249
161249;10000000;nt1250
161250;10000000;nt1251
161251;10000000;nt1252
161252;10000000;nt1253
161253;10000000;nt1254
161254;10000000;nt1255
161255;10000000;nt1256
161256;10000000;nt1257
161257;10000000;nt1258
161258;10000000;nt1259
161259;10000000;nt1260
161260;10000000;nt1261
161261;10000000;nt1262
161262;10000000;nt1263
161263;10000000;nt1264
161264;10000000;nt1265
161265;10000000;nt1266
161266;10000000;nt1267
161267;10000000;nt1268
161268;10000000;nt1269
161269;10000000;nt1270
161270;10000000;nt1271
161271;10000000;nt1272
161272;10000000;nt1273
161273;10000000;nt1274
161274;10000000;nt1275
161275;10000000;nt1276
161276;10000000;nt1277
161277;10000000;nt1278
161278;10000000;nt1279
161279;10000000;nt1280
161280;10000000;nt1281
161281;10000000;nt1282
161282;10000000;nt1283
161283;10000000;nt1284
161284;10000000;nt1285
161285;10000000;nt1286
161286;10000000;nt1287
161287;10000000;nt1288
161288;10000000;nt1289
161289;10000000;nt1290
161290;10000000;nt1291
161291;10000000;nt1292
161292;10000000;nt1293
161293;10000000;nt1294
161294;10000000;nt1295
161295;10000000;nt1296
161296;10000000;nt1297
161297;10000000;nt1298
161298;10000000;nt1299
161299;10000000;nt1300
161300;10000000;nt1301
161301;10000000;nt1302
161302;10000000;nt1303
161303;10000000;nt1304
161304;10000000;nt1305
161305;10000000;nt1306
161306;10000000;nt1307
161307;10000000;nt1308
161308;10000000;nt1309
161309;10000000;nt1310
161310;10000000;nt1311
161311;10000000;nt1312
161312;10000000;nt1313
161313;10000000;nt1314
161314;10000000;nt1315
161315;10000000;nt1316
161316;10000000;nt1317
161317;10000000;nt1318
161318;10000000;nt1319
161319;10000000;nt1320
161320;10000000;nt1321
161321;10000000;nt1322
161322;10000000;nt1323
161323;10000000;nt1324
161324;10000000;nt1325
161325;10000000;nt1326
161326;10000000;nt1327
161327;10000000;nt1328
161328;10000000;nt1329
161329;10000000;nt1330
161330;10000000;nt1331
161331;10000000;nt1332
161332;10000000;nt1333
161333;10000000;nt1334
161334;10000000;nt1335
161335;10000000;nt1336
161336;10000000;nt1337
161337;10000000;nt1338
161338;10000000;nt1339
161339;10000000;nt1340
161340;10000000;nt1341
161341;10000000;nt1342
161342;10000000;nt1343
161343;10000000;nt1344
161344;10000000;nt1345
161345;10000000;nt1346
161346;10000000;nt1347
161347;10000000;nt1348
161348;10000000;nt1349
161349;10000000;nt1350
161350;10000000;nt1351
161351;10000000;nt1352
161352;10000000;nt1353
161353;10000000;nt1354
161354;10000000;nt1355
161355;10000000;nt1356
161356;10000000;nt1357
161357;10000000;nt1358
161358;10000000;nt1359
161359;10000000;nt1360
161360;10000000;nt1361
161361;10000000;nt1362
161362;10000000;nt1363
161363;10000000;nt1364
161364;10000000;nt1365
161365;10000000;nt1366
161366;10000000;nt1367
161367;10000000;nt1368
161368;10000000;nt1369
161369;10000000;nt1370
161370;10000000;nt1371
161371;10000000;nt1372
161372;10000000;nt1373
161373;10000000;nt1374
161374;10000000;nt1375
161375;10000000;nt1376
161376;10000000;nt1377
161377;10000000;nt1378
161378;10000000;nt1379
161379;10000000;nt1380
161380;10000000;nt1381
161381;10000000;nt1382
161382;10000000;nt1383
161383;10000000;nt1384
161384;10000000;nt1385
161385;10000000;nt1386
161386;10000000;nt1387
161387;10000000;nt1388
161388;10000000;nt1389
161389;10000000;nt1390
161390;10000000;nt1391
161391;10000000;nt1392
161392;10000000;nt1393
161393;10000000;nt1394
161394;10000000;nt1395
161395;10000000;nt1396
161396;10000000;nt1397
161397;10000000;nt1398
161398;10000000;nt1399
161399;10000000;nt1400
161400;10000000;nt1401
161401;10000000;nt1402
161402;10000000;nt1403
161403;10000000;nt1404
161404;10000000;nt1405
161405;10000000;nt1406
161406;10000000;nt1407
161407;10000000;nt1408
161408;10000000;nt1409
161409;10000000;nt1410
161410;10000000;nt1411
161411;10000000;nt1412
161412;10000000;nt1413
161413;10000000;nt1414
161414;10000000;nt1415
161415;10000000;nt1416
161416;10000000;nt1417
161417;10000000;nt1418
161418;10000000;nt1419
161419;10000000;nt1420
161420;10000000;nt1421
161421;10000000;nt1422
161422;10000000;nt1423
161423;10000000;nt1424
161424;10000000;nt1425
161425;10000000;nt1426
161426;10000000;nt1427
161427;10000000;nt1428
161428;10000000;nt1429
161429;10000000;nt1430
161430;10000000;nt1431
161431;10000000;nt1432
161432;10000000;nt1433
161433;10000000;nt1434
161434;10000000;nt1435
161435;10000000;nt1436
161436;10000000;nt1437
161437;10000000;nt1438
161438;10000000;nt1439
161439;10000000;nt1440
161440;10000000;nt1441
161441;10000000;nt1442
161442;10000000;nt1443
161443;10000000;nt1444
161444;10000000;nt1445
161445;10000000;nt1446
161446;10000000;nt1447
161447;10000000;nt1448
161448;10000000;nt1449
161449;10000000;nt1450
161450;10000000;nt1451
161451;10000000;nt1452
161452;10000000;nt1453
161453;10000000;nt1454
161454;10000000;nt1455
161455;10000000;nt1456
161456;10000000;nt1457
161457;10000000;nt1458
161458;10000000;nt1459
161459;10000000;nt1460
161460;10000000;nt1461
161461;10000000;nt1462
161462;10000000;nt1463
161463;10000000;nt1464
161464;10000000;nt1465
161465;10000000;nt1466
161466;10000000;nt1467
161467;10000000;nt1468
161468;10000000;nt1469
161469;10000000;nt1470
161470;10000000;nt1471
161471;10000000;nt1472
161472;10000000;nt1473
161473;10000000;nt1474
161474;10000000;nt1475
161475;10000000;nt1476
161476;10000000;nt1477
161477;10000000;nt1478
161478;10000000;nt1479
161479;10000000;nt1480
161480;10000000;nt1481
161481;10000000;nt1482
161482;10000000;nt1483
161483;10000000;nt1484
161484;10000000;nt1485
161485;10000000;nt1486
161486;10000000;nt1487
161487;10000000;nt1488
161488;10000000;nt1489
161489;10000000;nt1490
161490;10000000;nt1491
161491;10000000;nt1492
161492;10000000;nt1493
161493;10000000;nt1494
161494;10000000;nt1495
161495;10000000;nt1496
161496;10000000;nt1497
161497;10000000;nt1498
161498;10000000;nt1499
161499;10000000;nt1500
161500;10000000;nt1501
161501;10000000;nt1502
161502;10000000;nt1503
161503;10000000;nt1504
161504;10000000;nt1505
161505;10000000;nt1506
161506;10000000;nt1507
161507;10000000;nt1508
161508;10000000;nt1509
161509;10000000;nt1510
161510;10000000;nt1511
161511;10000000;nt1512
161512;10000000;nt1513
161513;10000000;nt1514
161514;10000000;nt1515
161515;10000000;nt1516
161516;10000000;nt1517
161517;10000000;nt1518
161518;10000000;nt1519
161519;10000000;nt1520
161520;10000000;nt1521
161521;10000000;nt1522
161522;10000000;nt1523
161523;10000000;nt1524
161524;10000000;nt1525
161525;10000000;nt1526
161526;10000000;nt1527
161527;10000000;nt1528
161528;10000000;nt1529
161529;10000000;nt1530
161530;10000000;nt1531
161531;10000000;nt1532
161532;10000000;nt1533
161533;10000000;nt1534
161534;10000000;nt1535
161535;10000000;nt1536
161536;10000000;nt1537
161537;10000000;nt1538
161538;10000000;nt1539
161539;10000000;nt1540
161540;10000000;nt1541
161541;10000000;nt1542
161542;10000000;nt1543
161543;10000000;nt1544
161544;10000000;nt1545
161545;10000000;nt1546
161546;10000000;nt1547
161547;10000000;nt1548
161548;10000000;nt1549
161549;10000000;nt1550
161550;10000000;nt1551
161551;10000000;nt1552
161552;10000000;nt1553
161553;10000000;nt1554
161554;10000000;nt1555
161555;10000000;nt1556
161556;10000000;nt1557
161557;10000000;nt1558
161558;10000000;nt1559
161559;10000000;nt1560
161560;10000000;nt1561
161561;10000000;nt1562
161562;10000000;nt1563
161563;10000000;nt1564
161564;10000000;nt1565
161565;10000000;nt1566
161566;10000000;nt1567
161567;10000000;nt1568
161568;10000000;nt1569
161569;10000000;nt1570
161570;10000000;nt1571
161571;10000000;nt1572
161572;10000000;nt1573
161573;10000000;nt1574
161574;10000000;nt1575
161575;10000000;nt1576
161576;10000000;nt1577
161577;10000000;nt1578
161578;10000000;nt1579
161579;10000000;nt1580
161580;10000000;nt1581
161581;10000000;nt1582
161582;10000000;nt1583
161583;10000000;nt1584
161584;10000000;nt1585
161585;10000000;nt1586
161586;10000000;nt1587
161587;10000000;nt1588
161588;10000000;nt1589
161589;10000000;nt1590
161590;10000000;nt1591
161591;10000000;nt1592
161592;10000000;nt1593
161593;10000000;nt1594
161594;10000000;nt1595
161595;10000000;nt1596
161596;10000000;nt1597
161597;10000000;nt1598
161598;10000000;nt1599
161599;10000000;nt1600
161600;10000000;nt1601
161601;10000000;nt1602
161602;10000000;nt1603
161603;10000000;nt1604
161604;10000000;nt1605
161605;10000000;nt1606
161606;10000000;nt1607
161607;10000000;nt1608
161608;10000000;nt1609
161609;10000000;nt1610
161610;10000000;nt1611
161611;10000000;nt1612
161612;10000000;nt1613
161613;10000000;nt1614
161614;10000000;nt1615
161615;10000000;nt1616
161616;10000000;nt1617
161617;10000000;nt1618
161618;10000000;nt1619
161619;10000000;nt1620
161620;10000000;nt1621
161621;10000000;nt1622
161622;10000000;nt1623
161623;10000000;nt1624
161624;10000000;nt1625
161625;10000000;nt1626
161626;10000000;nt1627
161627;10000000;nt1628
161628;10000000;nt1629
161629;10000000;nt1630
161630;10000000;nt1631
161631;10000000;nt1632
161632;10000000;nt1633
161633;10000000;nt1634
161634;10000000;nt1635
161635;10000000;nt1636
161636;10000000;nt1637
161637;10000000;nt1638
161638;10000000;nt1639
161639;10000000;nt1640
161640;10000000;nt1641
161641;10000000;nt1642
161642;10000000;nt1643
161643;10000000;nt1644
161644;10000000;nt1645
161645;10000000;nt1646
161646;10000000;nt1647
161647;10000000;nt1648
161648;10000000;nt1649
161649;10000000;nt1650
161650;10000000;nt1651
161651;10000000;nt1652
161652;10000000;nt1653
161653;10000000;nt1654
161654;10000000;nt1655
161655;10000000;nt1656
161656;10000000;nt1657
161657;10000000;nt1658
161658;10000000;nt1659
161659;10000000;nt1660
161660;10000000;nt1661
161661;10000000;nt1662
161662;10000000;nt1663
161663;10000000;nt1664
161664;10000000;nt1665
161665;10000000;nt1666
161666;10000000;nt1667
161667;10000000;nt1668
161668;10000000;nt1669
161669;10000000;nt1670
161670;10000000;nt1671
161671;10000000;nt1672
161672;10000000;nt1673
161673;10000000;nt1674
161674;10000000;nt1675
161675;10000000;nt1676
161676;10000000;nt1677
161677;10000000;nt1678
161678;10000000;nt1679
161679;10000000;nt1680
161680;10000000;nt1681
161681;10000000;nt1682
161682;10000000;nt1683
161683;10000000;nt1684
161684;10000000;nt1685
161685;10000000;nt1686
161686;10000000;nt1687
161687;10000000;nt1688
161688;10000000;nt1689
161689;10000000;nt1690
161690;10000000;nt1691
161691;10000000;nt1692
161692;10000000;nt1693
161693;10000000;nt1694
161694;10000000;nt1695
161695;10000000;nt1696
161696;10000000;nt1697
161697;10000000;nt1698
161698;10000000;nt1699
161699;10000000;nt1700
161700;10000000;nt1701
161701;10000000;nt1702
161702;10000000;nt1703
161703;10000000;nt1704
161704;10000000;nt1705
161705;10000000;nt1706
161706;10000000;nt1707
161707;10000000;nt1708
161708;10000000;nt1709
161709;10000000;nt1710
161710;10000000;nt1711
161711;10000000;nt1712
161712;10000000;nt1713
161713;10000000;nt1714
161714;10000000;nt1715
161715;10000000;nt1716
161716;10000000;nt1717
161717;10000000;nt1718
161718;10000000;nt1719
161719;10000000;nt1720
161720;10000000;nt1721
161721;10000000;nt1722
161722;10000000;nt1723
161723;10000000;nt1724
161724;10000000;nt1725
161725;10000000;nt1726
161726;10000000;nt1727
161727;10000000;nt1728
161728;10000000;nt1729
161729;10000000;nt1730
161730;10000000;nt1731
161731;10000000;nt1732
161732;10000000;nt1733
161733;10000000;nt1734
161734;10000000;nt1735
161735;10000000;nt1736
161736;10000000;nt1737
161737;10000000;nt1738
161738;10000000;nt1739
161739;10000000;nt1740
161740;10000000;nt1741
161741;10000000;nt1742
161742;10000000;nt1743
161743;10000000;nt1744
161744;10000000;nt1745
161745;10000000;nt1746
161746;10000000;nt1747
161747;10000000;nt1748
161748;10000000;nt1749
161749;10000000;nt1750
161750;10000000;nt1751
161751;10000000;nt1752
161752;10000000;nt1753
161753;10000000;nt1754
161754;10000000;nt1755
161755;10000000;nt1756
161756;10000000;nt1757
161757;10000000;nt1758
161758;10000000;nt1759
161759;10000000;nt1760
161760;10000000;nt1761
161761;10000000;nt1762
161762;10000000;nt1763
161763;10000000;nt1764
161764;10000000;nt1765
161765;10000000;nt1766
161766;10000000;nt1767
161767;10000000;nt1768
161768;10000000;nt1769
161769;10000000;nt1770
161770;10000000;nt1771
161771;10000000;nt1772
161772;10000000;nt1773
161773;10000000;nt1774
161774;10000000;nt1775
161775;10000000;nt1776
161776;10000000;nt1777
161777;10000000;nt1778
161778;10000000;nt1779
161779;10000000;nt1780
161780;10000000;nt1781
161781;10000000;nt1782
161782;10000000;nt1783
161783;10000000;nt1784
161784;10000000;nt1785
161785;10000000;nt1786
161786;10000000;nt1787
161787;10000000;nt1788
161788;10000000;nt1789
161789;10000000;nt1790
161790;10000000;nt1791
161791;10000000;nt1792
161792;10000000;nt1793
161793;10000000;nt1794
161794;10000000;nt1795
161795;10000000;nt1796
161796;10000000;nt1797
161797;10000000;nt1798
161798;10000000;nt1799
161799;10000000;nt1800
161800;10000000;nt1801
161801;10000000;nt1802
161802;10000000;nt1803
161803;10000000;nt1804
161804;10000000;nt1805
161805;10000000;nt1806
161806;10000000;nt1807
161807;10000000;nt1808
161808;10000000;nt1809
161809;10000000;nt1810
161810;10000000;nt1811
161811;10000000;nt1812
161812;10000000;nt1813
161813;10000000;nt1814
161814;10000000;nt1815
161815;10000000;nt1816
161816;10000000;nt1817
161817;10000000;nt1818
161818;10000000;nt1819
161819;10000000;nt1820
161820;10000000;nt1821
161821;10000000;nt1822
161822;10000000;nt1823
161823;10000000;nt1824
161824;10000000;nt1825
161825;10000000;nt1826
161826;10000000;nt1827
161827;10000000;nt1828
161828;10000000;nt1829
161829;10000000;nt1830
161830;10000000;nt1831
161831;10000000;nt1832
161832;10000000;nt1833
161833;10000000;nt1834
161834;10000000;nt1835
161835;10000000;nt1836
161836;10000000;nt1837
161837;10000000;nt1838
161838;10000000;nt1839
161839;10000000;nt1840
161840;10000000;nt1841
161841;10000000;nt1842
161842;10000000;nt1843
161843;10000000;nt1844
161844;10000000;nt1845
161845;10000000;nt1846
161846;10000000;nt1847
161847;10000000;nt1848
161848;10000000;nt1849
161849;10000000;nt1850
161850;10000000;nt1851
161851;10000000;nt1852
161852;10000000;nt1853
161853;10000000;nt1854
161854;10000000;nt1855
161855;10000000;nt1856
161856;10000000;nt1857
161857;10000000;nt1858
161858;10000000;nt1859
161859;10000000;nt1860
161860;10000000;nt1861
161861;10000000;nt1862
161862;10000000;nt1863
161863;10000000;nt1864
161864;10000000;nt1865
161865;10000000;nt1866
161866;10000000;nt1867
161867;10000000;nt1868
161868;10000000;nt1869
161869;10000000;nt1870
161870;10000000;nt1871
161871;10000000;nt1872
161872;10000000;nt1873
161873;10000000;nt1874
161874;10000000;nt1875
161875;10000000;nt1876
161876;10000000;nt1877
161877;10000000;nt1878
161878;10000000;nt1879
161879;10000000;nt1880
161880;10000000;nt1881
161881;10000000;nt1882
161882;10000000;nt1883
161883;10000000;nt1884
161884;10000000;nt1885
161885;10000000;nt1886
161886;10000000;nt1887
161887;10000000;nt1888
161888;10000000;nt1889
161889;10000000;nt1890
161890;10000000;nt1891
161891;10000000;nt1892
161892;10000000;nt1893
161893;10000000;nt1894
161894;10000000;nt1895
161895;10000000;nt1896
161896;10000000;nt1897
161897;10000000;nt1898
161898;10000000;nt1899
161899;10000000;nt1900
161900;10000000;nt1901
161901;10000000;nt1902
161902;10000000;nt1903
161903;10000000;nt1904
161904;10000000;nt1905
161905;10000000;nt1906
161906;10000000;nt1907
161907;10000000;nt1908
161908;10000000;nt1909
161909;10000000;nt1910
161910;10000000;nt1911
161911;10000000;nt1912
161912;10000000;nt1913
161913;10000000;nt1914
161914;10000000;nt1915
161915;10000000;nt1916
161916;10000000;nt1917
161917;10000000;nt1918
161918;10000000;nt1919
161919;10000000;nt1920
